location,name,dm,cost_date,dcp_food,dcp_paper,dcp_supplies,br_supplies,sales_tax_dcp,for_the_week_end,production,total_food_cost,total_paper_cost,flash_food_total
310225,5 Goldens Bridge,Brad McAllister,2025-08-25,0,0,0,0,0,0,148.38,148.38,0,148.38
348508,"681 East Main Str, MK",Brad McAllister,2025-08-25,0,0,0,0,0,0,179.26,179.26,0,179.26
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-08-25,0,0,0,0,0,0,183.82,183.82,0,183.82
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-08-25,0,0,0,0,0,0,139.3,139.3,0,139.3
346154,"2 Washington Ave, Pl",Brad McAllister,2025-08-25,0,0,0,0,0,0,151.74,151.74,0,151.74
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-08-25,0,0,0,0,0,0,224.59,224.59,0,224.59
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-08-25,0,0,0,0,0,0,264.31,264.31,0,264.31
351953,"1333 North Ave, NR",Dan Castriota,2025-08-25,0,0,0,0,0,0,105.01,105.01,0,105.01
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-08-25,0,0,0,0,0,0,143.28,143.28,0,143.28
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-08-25,0,0,0,0,0,0,313.86,313.86,0,313.86
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-08-25,0,0,0,0,0,0,168.7,168.7,0,168.7
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-08-25,0,0,0,0,0,0,228.03,228.03,0,228.03
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-08-25,0,0,0,0,0,0,109.83,109.83,0,109.83
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-08-25,0,0,0,0,0,0,200.77,200.77,0,200.77
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-08-25,0,0,0,0,0,0,186.37,186.37,0,186.37
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-08-25,0,0,0,0,0,0,328.52,328.52,0,328.52
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,161.2,161.2,0,161.2
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,176.06,176.06,0,176.06
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,217.51,217.51,0,217.51
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,178.16,178.16,0,178.16
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,261.42,261.42,0,261.42
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,158.76,158.76,0,158.76
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,155.51,155.51,0,155.51
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-08-25,0,0,0,0,0,0,94.46,94.46,0,94.46
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,120.34,120.34,0,120.34
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,139.61,139.61,0,139.61
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,198.23,198.23,0,198.23
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,119.38,119.38,0,119.38
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,138.04,138.04,0,138.04
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-25,0,0,0,0,0,0,162.89,162.89,0,162.89
310249,"755 North Broadway, WP",Brad McAllister,2025-07-05,0,0,0,0,0,0,152.29,152.29,0,152.29
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-07-05,0,0,0,0,0,0,192.64,192.64,0,192.64
348508,"681 East Main Str, MK",Brad McAllister,2025-07-05,0,0,0,0,0,0,163.25,163.25,0,163.25
330441,"42 Lake Str, WP",Brad McAllister,2025-07-05,0,0,0,0,0,0,254.25,254.25,0,254.25
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-07-05,0,0,0,0,0,0,142.2,142.2,0,142.2
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-07-05,0,0,0,0,0,0,215.96,215.96,0,215.96
345300,"425 Central Park Ave, WP",Brad McAllister,2025-07-05,0,0,0,0,0,0,147.46,147.46,0,147.46
310225,5 Goldens Bridge,Brad McAllister,2025-07-05,0,0,0,0,0,0,124.78,124.78,0,124.78
348176,"25 North Salem Rd, CR",Brad McAllister,2025-07-05,0,0,0,0,0,0,159.19,159.19,0,159.19
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-07-05,0,0,0,0,0,0,497.98,497.98,0,497.98
346154,"2 Washington Ave, Pl",Brad McAllister,2025-07-05,0,0,0,0,0,0,224.98,224.98,0,224.98
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-07-05,0,0,0,0,0,0,220.86,220.86,0,220.86
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-07-05,0,0,0,0,0,0,372.93,372.93,0,372.93
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-07-05,0,0,0,0,0,0,166.38,166.38,0,166.38
310000,"646 North Ave,New Rochelle",Dan Castriota,2025-07-05,0,0,0,0,0,0,327.59,327.59,0,327.59
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-07-05,0,0,0,0,0,0,213.93,213.93,0,213.93
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-07-05,0,0,0,0,0,0,235.4,235.4,0,235.4
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-07-05,0,0,0,0,0,0,273.56,273.56,0,273.56
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-07-05,0,0,0,0,0,0,87.65,87.65,0,87.65
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-07-05,0,0,0,0,0,0,190.24,190.24,0,190.24
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-07-05,0,0,0,0,0,0,305.37,305.37,0,305.37
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-07-05,0,0,0,0,0,0,192.16,192.16,0,192.16
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,275.97,275.97,0,275.97
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,178.71,178.71,0,178.71
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,172.72,172.72,0,172.72
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,146.4,146.4,0,146.4
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,295.26,295.26,0,295.26
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,208.44,208.44,0,208.44
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,182.84,182.84,0,182.84
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,258,258,0,258
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-07-05,0,0,0,0,0,0,119.46,119.46,0,119.46
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,124.29,124.29,0,124.29
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,140.09,140.09,0,140.09
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,176.38,176.38,0,176.38
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,163.54,163.54,0,163.54
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-07-05,0,0,0,0,0,0,177.17,177.17,0,177.17
350096,"2933 N. Main Str, Anderson",Kayle Cash,2025-07-05,2012.12,312.73,17.15,0,1.54,2343.54,0,2013.66,329.88,2343.54
354560,"1120 W Main Str, Lexington",Nathan Stephenson,2025-07-05,3220.78,340.59,215.26,0,21.36,3797.99,0,3242.14,555.85,3797.99
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2025-07-05,1512.14,206.61,54.99,0,10.2,1783.94,0,1522.34,261.6,1783.94
354327,"1215 Wilson Rd, Newberry",Nathan Stephenson,2025-07-05,2939.25,500.97,78.35,0,5.84,3524.41,0,2945.09,579.32,3524.41
358048,,,2025-10-28,3884.3,404.25,345.53,0,18.31,4704.56,0,3902.61,749.78,4655.02
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-10-28,0,0,0,0,0,0,182.56,182.56,0,182.56
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-10-28,0,0,0,0,0,0,173.52,173.52,0,173.52
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-10-28,0,0,0,0,0,0,251.7,251.7,0,251.7
330441,"42 Lake Str, WP",Brad McAllister,2025-10-28,0,0,0,0,0,0,239.01,239.01,0,239.01
310249,"755 North Broadway, WP",Brad McAllister,2025-10-28,0,0,0,0,0,0,155.2,155.2,0,155.2
310225,5 Goldens Bridge,Brad McAllister,2025-10-28,2126.84,476.49,107.09,0,14.58,2725,186.25,2327.67,583.58,2911.25
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-10-28,4098.07,993.31,215.6,0,22.14,5329.12,499.97,4620.18,1208.91,5829.09
348176,"25 North Salem Rd, CR",Brad McAllister,2025-10-28,1898.99,280.66,-18.82,0,0,2160.83,162.98,2061.97,261.84,2323.81
346154,"2 Washington Ave, Pl",Brad McAllister,2025-10-28,2438.6,659.41,117.01,0,12.29,3227.31,184.16,2635.05,776.42,3411.47
345300,"425 Central Park Ave, WP",Brad McAllister,2025-10-28,3229.42,427.77,-6.96,0,0.92,3651.15,130.14,3360.48,420.81,3781.29
348508,"681 East Main Str, MK",Brad McAllister,2025-10-28,2129.24,429.7,-10.19,0,0.92,2549.67,198.73,2328.89,419.51,2748.4
345194,"1551 Laurens Rd, Greenv",Brianna Royster,2025-10-28,3297.82,575.83,-6.08,0,1.25,3868.82,0,3299.07,569.75,3868.82
345207,"101 Parkway , Greenville",Brianna Royster,2025-10-28,2961.59,723.72,43.5,0,8.89,3737.7,0,2970.48,767.22,3737.7
352435,"2417 Reidville Rd, Spart.",Brianna Royster,2025-10-28,4104.6,812.51,148.09,0,19.33,5084.53,0,4123.93,960.6,5084.53
351546,"549 Knox Abbott Dr, Cayce",Cristal Romo,2025-10-28,3302.11,793.72,148.65,0,15.87,4260.35,0,3317.98,942.37,4260.35
351953,"1333 North Ave, NR",Dan Castriota,2025-10-28,0,0,0,0,0,0,207.49,207.49,0,207.49
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-10-28,0,0,0,0,0,0,13.25,13.25,0,13.25
310000,"646 North Ave,New Rochelle",Dan Castriota,2025-10-28,0,0,0,0,0,0,448.62,448.62,0,448.62
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-10-28,0,0,0,0,0,0,267.95,267.95,0,267.95
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-10-28,0,0,0,0,0,0,357.84,357.84,0,357.84
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-10-28,1767.96,722.6,246.65,0,12.33,2749.54,280.36,2060.65,969.25,3029.9
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-10-28,5061.66,1476.83,665.99,0,13.17,7217.65,464.57,5539.4,2142.82,7682.22
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-10-28,0,0,0,0,0,0,292.4,292.4,0,292.4
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-10-28,0,0,0,0,0,0,364.72,364.72,0,364.72
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-10-28,0,0,0,0,0,0,228.34,228.34,0,228.34
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-10-28,0,0,0,0,0,0,301.86,301.86,0,301.86
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-10-28,0,0,0,0,0,0,150.67,150.67,0,150.67
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-10-28,0,0,0,0,0,0,135.75,135.75,0,135.75
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-10-28,0,0,0,0,0,0,186.68,186.68,0,186.68
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-10-28,0,0,0,0,0,0,169.59,169.59,0,169.59
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-10-28,0,0,0,0,0,0,156.94,156.94,0,156.94
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-10-28,0,0,0,0,0,0,203.07,203.07,0,203.07
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-10-28,3988.14,782.08,128.99,0,5.75,4904.96,173.05,4166.94,911.07,5078.01
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-10-28,3009.59,614.16,249.46,0,1.85,3875.06,259.7,3271.14,863.62,4134.76
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-10-28,2884.02,581.8,-10.2,0,0,3455.62,285.12,3169.14,571.6,3740.74
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-10-28,2985.28,833.01,483.22,0,11.9,4313.41,180.59,3177.77,1316.23,4494
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-10-28,3901.93,844.77,370.12,75.76,5.11,5121.93,267.78,4174.82,1290.65,5542.65
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-10-28,2408.97,355.23,128.17,0,9.08,2901.45,128.11,2546.16,483.4,3029.56
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-10-28,3639.55,1071,209.25,0,20.33,4940.13,177.16,3837.04,1280.25,5117.29
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-10-28,2817.72,634.07,261.97,0,5.99,3719.75,185.8,3009.51,896.04,3905.55
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-10-28,3050.71,681.81,375.57,0,9.58,4117.67,276.04,3336.33,1057.38,4393.71
346516,"1068 Tiger Blvd, Clemson",Kayle Cash,2025-10-28,3183.21,840.55,215.57,0,9.39,4248.72,0,3192.6,1056.12,4248.72
345195,"520 North US Hwy, TR",Kayle Cash,2025-10-28,4032.1,757.89,12.51,0,0.67,4803.17,0,4032.77,770.4,4803.17
344963,"1131 W. Wade Hamp Bl, Grr",Kayle Cash,2025-10-28,2541.21,255.16,70.46,0,6.34,2873.17,0,2547.55,325.62,2873.17
363726,"2263 Augusta Rd, W.Columbi",Robin Russell,2025-10-28,2387.42,446.38,62.39,0,4.71,2900.9,0,2392.13,508.77,2900.9
346154,"2 Washington Ave, Pl",Brad McAllister,2026-02-04,0,0,0,0,0,0,224.25,224.25,0,224.25
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2026-02-04,0,0,0,0,0,0,493.34,493.34,0,493.34
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2026-02-04,0,0,0,0,0,0,173.78,173.78,0,173.78
345300,"425 Central Park Ave, WP",Brad McAllister,2026-02-04,0,0,0,0,0,0,152.11,152.11,0,152.11
331260,"505A Bedford Rd, Pl",Brad McAllister,2026-02-04,0,0,0,0,0,0,175.6,175.6,0,175.6
330441,"42 Lake Str, WP",Brad McAllister,2026-02-04,0,0,0,0,0,0,204.93,204.93,0,204.93
310249,"755 North Broadway, WP",Brad McAllister,2026-02-04,0,0,0,0,0,0,120.24,120.24,0,120.24
348176,"25 North Salem Rd, CR",Brad McAllister,2026-02-04,0,0,0,0,0,0,123.15,123.15,0,123.15
310225,5 Goldens Bridge,Brad McAllister,2026-02-04,0,0,0,0,0,0,150.71,150.71,0,150.71
344719,"80 N. State Rd, Br Man",Brad McAllister,2026-02-04,0,0,0,0,0,0,187.53,187.53,0,187.53
348508,"681 East Main Str, MK",Brad McAllister,2026-02-04,0,0,0,0,0,0,137.93,137.93,0,137.93
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2026-02-04,0,0,0,0,0,0,212.37,212.37,0,212.37
310000,"646 North Ave,New Rochelle",Dan Castriota,2026-02-04,0,0,0,0,0,0,427,427,0,427
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2026-02-04,0,0,0,0,0,0,261.89,261.89,0,261.89
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2026-02-04,0,0,0,0,0,0,198.01,198.01,0,198.01
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2026-02-04,0,0,0,0,0,0,296.43,296.43,0,296.43
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2026-02-04,0,0,0,0,0,0,138.09,138.09,0,138.09
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2026-02-04,0,0,0,0,0,0,311.8,311.8,0,311.8
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,178.02,178.02,0,178.02
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,271.74,271.74,0,271.74
340194,FAC 2365 CPA LLC,Irfan Mamsa,2026-02-04,0,0,0,0,0,0,131.2,131.2,0,131.2
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,142.51,142.51,0,142.51
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,141.46,141.46,0,141.46
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,210.23,210.23,0,210.23
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,205.2,205.2,0,205.2
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,176.2,176.2,0,176.2
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,138.56,138.56,0,138.56
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,205.45,205.45,0,205.45
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,175.44,175.44,0,175.44
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2026-02-04,0,0,0,0,0,0,160.5,160.5,0,160.5
335687,"38 Mill Rd, Eastchester",Dan Castriota,2026-02-04,4216.99,1479.69,305.21,0,30.72,6032.61,419.69,4667.4,1784.9,6452.3
303716,FAC Forest Dr LLC,Jasper Cureton,2026-02-04,1447.03,378.25,49.21,0,11.72,1886.21,0,1458.75,427.46,1886.21
344963,"1131 W. Wade Hamp Bl, Grr",Kayle Cash,2026-02-04,2492.61,628.7,591.27,0,17.42,3730,0,2510.03,1219.97,3730
351546,"549 Knox Abbott Dr, Cayce",Cristal Romo,2026-02-04,2975.79,540.72,155.17,0,13.44,3685.12,0,2989.23,695.89,3685.12
345207,"101 Parkway , Greenville",Brianna Royster,2026-02-04,2309.37,299.78,12.74,0,1.06,2622.95,0,2310.43,312.52,2622.95
352435,"2417 Reidville Rd, Spart.",Brianna Royster,2026-02-04,1730.59,329.52,91.95,0,6.44,2158.5,0,1737.03,421.47,2158.5
363726,"2263 Augusta Rd, W.Columbi",Robin Russell,2026-02-04,1999.91,346.64,10.7,0,5.42,2362.67,0,2005.33,357.34,2362.67
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-04,1926.59,683.15,315.08,0,30.12,2954.94,163.48,2120.19,998.23,3118.42
345003,"10 Depot Way, Scarsdale",Dan Castriota,2026-02-04,2433.49,391.33,608.73,0,53,3486.55,221.76,2708.25,1000.06,3708.31
351953,"1333 North Ave, NR",Dan Castriota,2026-02-04,2116.04,427.06,57.65,0,5.07,2605.82,231.12,2352.23,484.71,2836.94
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2026-02-04,2256.32,489.8,2.57,0,5.07,2753.76,147.11,2408.5,492.37,2900.87
358048,,,2026-02-04,2514.25,280.99,89.51,0,5.65,2890.4,0,2519.9,370.5,2890.4
345195,"520 North US Hwy, TR",Kayle Cash,2026-02-04,2861.25,389.87,0,0,0.65,3251.77,0,2861.9,389.87,3251.77
356343,"722 Grove Rd, Greenville",Brianna Royster,2026-02-04,2983.37,662.72,21.05,0,2.27,3669.41,0,2985.64,683.77,3669.41
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2026-02-04,1957.11,577.42,313.21,0,8.23,2855.97,287.85,2253.19,890.63,3143.82
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2026-02-04,813.32,0,0,0,2.09,815.41,180.63,996.04,0,996.04
358607,"5225 Sunset Blvd, Lex",Nathan Stephenson,2026-02-04,1696.84,194.23,131.35,0,13.25,2035.67,0,1710.09,325.58,2035.67
345194,"1551 Laurens Rd, Greenv",Brianna Royster,2026-02-04,1125.26,500.86,380.23,0,7.45,2013.8,0,1132.71,881.09,2013.8
345300,"425 Central Park Ave, WP",Brad McAllister,2025-09-08,0,0,0,0,0,0,127.32,127.32,0,127.32
330441,"42 Lake Str, WP",Brad McAllister,2025-09-08,0,0,0,0,0,0,233.04,233.04,0,233.04
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-09-08,0,0,0,0,0,0,485.47,485.47,0,485.47
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-09-08,0,0,0,0,0,0,146.46,146.46,0,146.46
310225,5 Goldens Bridge,Brad McAllister,2025-09-08,0,0,0,0,0,0,148.45,148.45,0,148.45
348176,"25 North Salem Rd, CR",Brad McAllister,2025-09-08,0,0,0,0,0,0,133.43,133.43,0,133.43
310249,"755 North Broadway, WP",Brad McAllister,2025-09-08,0,0,0,0,0,0,124.66,124.66,0,124.66
346154,"2 Washington Ave, Pl",Brad McAllister,2025-09-08,0,0,0,0,0,0,148.46,148.46,0,148.46
348508,"681 East Main Str, MK",Brad McAllister,2025-09-08,0,0,0,0,0,0,194.48,194.48,0,194.48
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-09-08,0,0,0,0,0,0,121.39,121.39,0,121.39
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-09-08,2296.49,608.11,282.19,0,14.6,3201.39,216.8,2527.89,890.3,3418.19
351953,"1333 North Ave, NR",Dan Castriota,2025-09-08,0,0,0,0,0,0,131.44,131.44,0,131.44
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-09-08,0,0,0,0,0,0,175.34,175.34,0,175.34
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-09-08,0,0,0,0,0,0,355.87,355.87,0,355.87
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-09-08,0,0,0,0,0,0,200.07,200.07,0,200.07
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-09-08,0,0,0,0,0,0,316.52,316.52,0,316.52
310000,"646 North Ave,New Rochelle",Dan Castriota,2025-09-08,0,0,0,0,0,0,0,0,0,0
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-09-08,0,0,0,0,0,0,335.3,335.3,0,335.3
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-09-08,0,0,0,0,0,0,116.66,116.66,0,116.66
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-09-08,0,0,0,0,0,0,200.12,200.12,0,200.12
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-09-08,2357.3,502.24,-33.94,0,4.21,2829.81,126.81,2488.32,468.3,2956.62
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-09-08,3566.77,787.75,226.84,0,30.41,4611.77,209,3806.18,1014.59,4820.77
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-09-08,4186.12,737.81,195,0,20.49,5139.42,386.15,4592.76,932.81,5525.57
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-09-08,0,0,0,0,0,0,100.41,100.41,0,100.41
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,168.3,168.3,0,168.3
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,250.22,250.22,0,250.22
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,217.42,217.42,0,217.42
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,203.27,203.27,0,203.27
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,158.7,158.7,0,158.7
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,113.27,113.27,0,113.27
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,181.93,181.93,0,181.93
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,142.76,142.76,0,142.76
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-08,0,0,0,0,0,0,172.3,172.3,0,172.3
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-09-08,2705.89,767.22,3.56,0,6.36,3483.03,199.94,2912.19,770.78,3682.97
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-09-08,3776.94,567.34,55.79,0,8.96,4409.03,243.52,4029.42,623.13,4652.55
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-09-08,1147.71,466.56,22.07,0,5.46,1641.8,135.82,1288.99,488.63,1777.62
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-09-08,2179.18,510.87,279.78,0,27.78,2997.61,119.81,2326.77,790.65,3117.42
303718,FAC Two Notch Rd LLC,Jasper Cureton,2025-09-08,3280.97,480,30.73,0,6.56,3798.26,0,3287.53,510.73,3798.26
303716,FAC Forest Dr LLC,Jasper Cureton,2025-09-08,2235.6,393.1,124.72,0,10.23,2763.65,0,2245.83,517.82,2763.65
346937,"1011 Wildw. Centr Dr, Col",Jasper Cureton,2025-09-08,2443.36,478.55,75.07,0,10.18,3007.16,0,2453.54,553.62,3007.16
351661,"937 Lake Murray Bl, Irmo",Nathan Stephenson,2025-09-08,10.76,104.19,0,0,0,195.18,0,10.76,104.19,195.18
355212,,,2025-11-24,3974.62,421.22,32.18,0,0,4428.02,0,3974.62,453.4,4428.02
354043,,,2025-11-24,5622.49,840.52,190.66,0,16.67,6670.34,0,5639.16,1031.18,6670.34
356128,,,2025-11-24,2618.71,765.78,-23.94,0,1.59,3362.14,0,2620.3,741.84,3362.14
358048,,,2025-11-24,3346.25,387.94,238.39,0,12.61,3985.19,0,3358.86,626.33,3985.19
355496,,,2025-11-24,2477.06,48.57,20.08,0,1.06,2546.77,0,2478.12,68.65,2546.77
310249,"755 North Broadway, WP",Brad McAllister,2025-11-24,0,0,0,0,0,0,102.21,102.21,0,102.21
330441,"42 Lake Str, WP",Brad McAllister,2025-11-24,0,0,0,0,0,0,188.91,188.91,0,188.91
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-11-24,0,0,0,0,0,0,137.62,137.62,0,137.62
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-11-24,0,0,0,0,0,0,171.94,171.94,0,171.94
